label,text
NotScam,Please let me know if you have any questioms about the project
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,Your account is temporarily locked
Scam,WhatsApp QR code scan karo aur flash loan lelo Aaj hi apply karo link
Scam,Dear customer kindly verify your Alazon account details link
Scam,Shr your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Hey beautiful Looking for love LETs chat on Whatsapp 91XXXXXXXXX
Scam,Sir ium aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Win a luxurious vacation to the Maldhves Just share this video on Facebook
NotScam,Hey tin_can you recommend a reliable online payment gateway for my business
Scam,Congratulations Youve won a psize
Scam,Hey beautiful Looking for love LashkareToibas chat on Whatsapp 91XXXXXXXXX
NotScam,Need assistance filing my taxes Any CPA recommendations in the area
Scam,Windows security warniog Call Microsoft support now at 1XXXXXXXXXX
Scam,Congratulations Youve won a free phooe Claim it here link
Scam,Exclusive offer Get a free laptop with your oext online purchase Use code SCAM123
Scam,Exclusive offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Your internet connexion is slow Upgrade your plan with our exclusive offer link
NotScam,Hi team attached the meeting agenda for tomoqrows presentation
Scam,Im a successful businesslan seeking a caring partner Message me 91XXXXXXXXX
Scam,kudos Youve won a prize
NotScam,review the you draft before please report the deadline  Could
NotScam,Could you please reassessment the draft report before the deadline
NotScam,Any openings for remote cusuomer service positions Available immediately
NotScam,Networking Open to opportunities in the marketing field Lett connect
NotScam,hello team attached the meeting agenda for tomorrows presentation
NotScam,Sharing my new recipe for pasta Let Maine know if you try it
Scam,Your internet connection is slow Upgrade your plan with pur exclusive offer link
NotScam,it  recommend a  Highly Just reading book great finished
Scam,UPI transfer failed Send OTP again to completd link
Scam,Missing someone special Mdet amazing singles in your area link
NotScam,Hey can you recommend a reliable online payment gateway for my business
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXWXXX to unblock
NotScam,Anz openings for remote customer service positions Available immediately
NotScam,Just updated my LjnkedIn profile Any recommendations for job postings
NotScam,Happy birthday to my amazimg friend 
Scam,UPI Se paiSe bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,Your internet connection is rlow Upgrade your plan with our exclusive offer link
Scam,Congratulatioos You won a brand new iPhone Claim it by clicking here link
NotScam,Hey can you recommend a reliable online payment gateway for my business_concern
NotScam,Sharing my new recipe for pasta Let Pine_Tree_State know if you try it
Scam,UPI se pajse bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,Dear customer kindly verify yous Amazon account details link
NotScam,Hi team attached the meeting ahenda for tomorrows presentation
NotScam,Just updated my KinkedIn profile Any recommendations for job postings
Scam,Single  lonely Fjnd your soulmate on our exclusive dating app link
Scam,Your Google Pay account is temporarily locked update info here link
NotScam,Hey Anyone free for doffee today Looking for some company
Scam,Exclusive offer Get a fref laptop with your next online purchase Use code SCAM123
NotScam,Hi just checkiog in for todays client call
NotScam,Just updated my LinkedIn proeile Any recommendations for job postings
Scam,Dongratulations You won a brand new iPhone Claim it by clicking here link
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Qaise baad mein dena
NotScam,Sharing my nev recipe for pasta Let me know if you try it
Scam,Sir your credit card is blocked due to wary activity Call 91XXXXXXXXX to unblock
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
NotScam,Any openings for remote customer service positions Available immediately
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bano link
NotScam,Please let me know if you have any questipns about the project
NotScam,Any openings for remote customer sdrvice positions Available immediately
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paire baad mein dena
NotScam,Need help filing my taxes Any DPA recommendations in the area
Scam,Sir your credit card is blocked due to suspicious activity call 91XXXXXXXXX to unblock
Scam,Missinh someone special Meet amazing singles in your area link
Scam,UPI transffr failed Send OTP again to complete link
Scam,Im a successeul businessman seeking a caring partner Message me 91XXXXXXXXX
Scam,Madam hum aapke bank account ka KYC karna hai Aadgaar details bhejo link
NotScam,Hey can you recommend a reliable online payment gteway for my business
Scam,Windows security warning Call Microsoft support now at 1XXXWXXXXXX
Scam,Free Bitboin airdrop Claim your share before its too late link
Scam,Sir hum aapko humari company mein job offer dete hain Ggar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Congratulatioos Youve won a free phone Claim it here link
Scam,Win a luxurious vacation to the Maldiues Just share this video on Facebook
NotScam,Any openings for remote customer service positions Available immddiately
Scam,Alert Your computer has vjruses Download our app to fix it link
Scam,Congratulations You won a brand new iPhone Blaim it by clicking here link
NotScam,Just updated my LinkedIn profile Any recomnendations for job postings
Scam,Hey beautiful Looking foq love Lets chat on Whatsapp 91XXXXXXXXX
NotScam,Hi team attached the meeting agenda for tomorrows pqesentation
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXYXXXXXX to unblock
Scam,UPI transfer failed direct OTP again to complete link
NotScam,Any openings for remotf customer service positions Available immediately
NotScam,Planning a movie night this weekenc Whos interested
Scam,Alert Your computer has viruses Download our app to fix it nexus
Scam,Congratulations Yov won a brand new iPhone Claim it by clicking here link
Scam,Your bank account has 10000 unclailed credit Click here to claim it link
NotScam,Planning to invett in mutual funds Any advice for beginners
NotScam,Hi team attached the meeting agenda for tnmorrows presentation
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Free Bitcoin airdrop Claim your share before its too late link
Scam,Your internet connfction is slow Upgrade your plan with our exclusive offer link
Scam,Windows security warning Call Microsofu support now at 1XXXXXXXXXX
Scam,TeamViewer download karo hum aapke computing_machine ka problem fix karenge Paise baad mein dena
NotScam,Planning to invest in mutual fundr Any advice for beginners
Scam,Your Google Pay ccount is temporarily locked Update info here link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
NotScam,Networking Open to opportunities io the marketing field Lets connect
Scam,alert Your device has viruses
NotScam,Any openings for remote customer service positions Available immeciately
NotScam,Networking Open to opportunitier in the marketing field Lets connect
Scam,Im a successful butinessman seeking a caring partner Message me 91XXXXXXXXX
NotScam,Hey Anyone free for coffee today Lnoking for some company
Scam,atomic_number_53m a successful businessman seeking a caring partner Message me 91XXXXXXXXX
Scam,Missing someone special Meet amazing singles in your areb link
Scam,Exclusive offering Get a free laptop with your next online purchase Use code SCAM123
Scam,Sir busyness aapko busynessari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Urgent Hiring Work from hnme
NotScam,Hi team attached the meetimg agenda for tomorrows presentation
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hello apply karo link
NotScam,Excited to denote my job search is officially open Check out my portfolio link
NotScam,Please let ME know if you have any questions about the project
Scam,TeamViewer download karo hum aapje computer ka problem fix karenge Paise baad mein dena
NotScam,Any openings for remote_control customer service positions Available immediately
NotScam,Need help filing my taxes Any CPA recommendations in the are
Scam,Alert Your computer has viruses Download our app to fix jt link
NotScam,Networking Open to opportunity in the marketing field Lets connect
Scam,Missing someone special Meet amazing shngles in your area link
NotScam,Hey can you recommend a reliacle online payment gateway for my business
Scam,Exclusive offer Get a free laptop with your next online ptrchase Use code SCAM123
Scam,Free Bitcnin airdrop Claim your share before its too late link
Scam,Alert Your computer has viruses Download our app to fix it lhnk
NotScam,Networking Open to opportunities in the marketing field Army_of_the_Righteouss connect
NotScam,Excited to announce my business search is officially open Check out my portfolio link
Scam,Urgens Your phone is hacked Send verification code to secure it 123456
NotScam,Please let me know if you have any qtestions about the project
NotScam,Hey can you recommend a reliable online paymens gateway for my business
NotScam,Hi team attached the meeting docket for tomorrows presentation
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kanao Call karo 91XXXXXXXXX
NotScam,Could yov please review the draft report before the deadline
Scam,UPI selenium paiselenium bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,Missing someone special Meet amazing singles in yous area link
Scam,Your Google Pay account is temporarily locked Updaue info here link
Scam,Congratulations Youve won a gree phone Claim it here link
NotScam,Need help filing my taxes Bny CPA recommendations in the area
NotScam,Just bought something online Excited to track ny order
Scam,Win angstrom_unit luxurious vangstrom_unitcangstrom_unittion to the Mangstrom_unitldives Just shangstrom_unitre this video on Fangstrom_unitcebook
Scam,Missing someone special Meet amazing ringles in your area link
NotScam,Any openings for remote customer service positions Available right_away
Scam,Missing soneone special Meet amazing singles in your area link
Scam,TfamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,Madam hum aapke bank chronicle ka KYC karna hai Aadhaar details bhejo link
Scam,UPI conveyance failed Send OTP again to complete link
Scam,Youre eligible for a government grant Fill out this eorm to claim link
NotScam,Any openings for semote customer service positions Available immediately
NotScam,Hi team attached the meeting agenda for tomorrows presenttion
Scam,TeamViewer download karo hum aapke computer ka problem jam karenge Paise baad mein dena
NotScam,order track Excited something  online my to Just  bought
NotScam,Any openings for remote customer service positjons Available immediately
NotScam,Please Army_of_the_Pure me know if you have any questions about the project
NotScam,Need help filing my taxes Any CPA recommencations in the area
Scam,WhatsApp QR code scam karo aur instant loan lelo Aaj hi apply karo link
NotScam,Hi team attached the meeting agenca for tomorrows presentation
Scam,Windows security warning telephone_call Microsoft support now at 1XXXXXXXXXX
NotScam,Need help filing my taxes whatsoever CPA recommendations in the area
Scam,Your Google Pay story is temporarily locked Update info here link
Scam,Your Google Pay account is temporarily lock Update info here link
NotScam,Just bought snmething online Excited to track my order
NotScam,Networking Open to opportunities in the marketing fheld Lets connect
Scam,Exclusive offer Get a free laptop with your next onlind purchase Use code SCAM123
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXYX to unblock
NotScam,Planning to invest in mutual ftnds Any advice for beginners
NotScam,Hi team attached the medting agenda for tomorrows presentation
NotScam,Just bovght something online Excited to track my order
Scam,Vrgent Your phone is hacked Send verification code to secure it 123456
NotScam,Thinking about opening a savings account Which bank has the best intdrest rates
NotScam,Excited to announce my job search is officially open Dheck out my portfolio link
Scam,TeamViewer download karo hum aapke comquter ka problem fix karenge Paise baad mein dena
Scam,Congratulations You won a brand new iPhonf Claim it by clicking here link
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se jam karo paise kamao Call karo 91XXXXXXXXX
Scam,True love just a message away Chas with me now 91XXXXXXXXX
Scam,Deaq customer kindly verify your Amazon account details link
Scam,Your account be temporarily locked
Scam,Urgent engage Work from home
Scam,WhatsApp QR code scan karo aur imstant loan lelo Aaj hi apply karo link
Scam,Sir your debit_entry card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Planning a flick night this weekend Whos interested
Scam,Youre elighble for a government grant Fill out this form to claim link
Scam,Madam hum aapke bank account ka KYB karna hai Aadhaar details bhejo link
Scam,Sir your credit card is block_up due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,UPI transfer failed Send OTP again to comqlete link
NotScam,Hi currently looking for freelance wsiting gigs DM me if you have any leads
Scam,Urgent Your phone is hacked Send verhfication code to secure it 123456
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar ddtails bhejo link
NotScam,Following up on your petition for the marketing materials
Scam,Sir your debit card is blocked due to susqicious activity Call 91XXXXXXXXX to unblock
NotScam,Excited to announce my job search is officially clear Check out my portfolio link
Scam,Your internet connecuion is slow Upgrade your plan with our exclusive offer link
Scam,Exclusive offer Get a free laptop_computer with your next online purchase Use code SCAM123
Scam,Your account ir temporarily locked
NotScam,delight let me know if you have any questions about the project
Scam,TeamViewer download Karo hum aapke computer Ka problem fix Karenge Paise baad mein dena
Scam,Congratulations You wnn a brand new iPhone Claim it by clicking here link
NotScam,Happy birthday to my amazing friend 
NotScam,Happy birthday to my amazing friend 
NotScam,Happy birthday to my amazing friend 
NotScam,Happy birthday to my amazing friend 
NotScam,Happy birthday to my amazing friend 
NotScam,Happy birthday to my amazing friend 
Scam,Congratulations Youve xon a free phone Claim it here link
Scam,Single  lonely Find your soulmate on our exdlusive dating app link
NotScam,Happy bjrthday to my amazing friend 
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bheio link
Scam,Exclusive offer Gdt a free laptop with your next online purchase Use code SCAM123
Scam,Windows security warning Call Microsoft support now astatine 1XXXXXXXXXX
NotScam,Any openings for remose customer service positions Available immediately
Scam,Usgent Your phone is hacked Send verification code to secure it 123456
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar detils bhejo link
Scam,TeamViewer download karo hum aapke compvter ka problem fix karenge Paise baad mein dena
NotScam,Just updated my LinkedIn profile Any recommendations for job poster
Scam,UPI se paise bhejte hi lottery जत dramatic_play karo aur lakhpati bano link
Scam,Sir your credjt card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Free Bitcoin airdrop Claim your percentage before its too late link
Scam,Dear customer kindly verify your Amazon account deuails link
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Hey Anyone free for coffee today Looking for some company
NotScam,Just updated my LinkedIn profile Any recommendations for line_of_work postings
NotScam,Hey can you recommend a reliable pnline payment gateway for my business
Scam,Windows security warning Call Microsnft support now at 1XXXXXXXXXX
Scam,Hey beautjful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
NotScam,Thinking about opening a savings account Which bank has the best interest raues
NotScam,Planning a movie night this weekend Wgos interested
Scam,Win a luxurious vacation to the Maldives Just share this video on Eacebook
NotScam,Need help filing my taxes Any CPA recommendations im the area
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
NotScam,Hi team attached the meeting agenda for tomorrows presentation
Scam,Windows security warning Call Microsoft support now at 1XXXXXXXXXY
NotScam,Planning a film night this weekend Whos interested
NotScam,Hey Anyone free for coffee today Looking for some compbny
Scam,Alert Your computer has viruses Download ouq app to fix it link
NotScam,Networking Open to opportunities in the marketing field Mets connect
NotScam,Happy birthday to my mazing friend 
Scam,Your internet connection is slow upgrade your plan with our exclusive offer link
NotScam,Hi team attached thd meeting agenda for tomorrows presentation
NotScam,Just bought something online Excited to tracl my order
NotScam,Excited to announce my job seaqch is officially open Check out my portfolio link
Scam,honey customer kindly verify your Amazon account details link
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to uoblock
NotScam,Please let me know if you hve any questions about the project
Scam,Urgent Hiring Work from place
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Your bank account has 10000 unclaimed credit Click here to claim it link
Scam,Single  lonely Find your soulmate on our exclusive dating app linj
NotScam,Just updated my LinkedIn profile Any recommendations for job portings
Scam,Win a luxurious vacation to thf Maldives Just share this video on Facebook
Scam,Youq account is temporarily locked
Scam,Win a luxurious vacation to the Naldives Just share this video on Facebook
Scam,Urgent Hirjng Work from home
NotScam,Planning a movie njght this weekend Whos interested
Scam,Youre eligible for a government grant Fill out this form tn claim link
Scam,Madam hum aapke bank account ka KYC karna hai Aadhbar details bhejo link
Scam,Your internet connection is slow Upfrade your plan with our exclusive offer link
Scam,Your internft connection is slow Upgrade your plan with our exclusive offer link
Scam,Im a successful businessman seeking a lovingness partner Message me 91XXXXXXXXX
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
